CONTENT_ID,VIEW_URL,PLATFORM,HUMAN_REVIEW_MULTIMODAL,Label
7414686442737175826,https://www.tiktok.com/@data/video/7414686442737175826,TT,NO DAT ANY MODALITY,0
9taNM6F8t8U,https://www.youtube.com/watch?v=9taNM6F8t8U,YT,MULTIMODAL DAT Positive,1
A0W5HaCncrQ,https://www.youtube.com/watch?v=A0W5HaCncrQ,YT,MULTIMODAL DAT Positive,1
AlSITiskUzc,https://www.youtube.com/watch?v=AlSITiskUzc,YT,NO DAT ANY MODALITY,0
B2o3OqolDDr,https://www.instagram.com/reel/B2o3OqolDDr,META,NO DAT ANY MODALITY,0
B67ylEh3YQM,https://www.youtube.com/watch?v=B67ylEh3YQM,YT,NO DAT ANY MODALITY,0
B_Nbf4Ml7Zm,https://www.instagram.com/reel/B_Nbf4Ml7Zm,META,NO DAT ANY MODALITY,0
CLoS_tnALxr,https://www.instagram.com/reel/CLoS_tnALxr,META,NO DAT ANY MODALITY,0
E_kYzx8XHCA,https://www.youtube.com/watch?v=E_kYzx8XHCA,YT,MULTIMODAL DAT Positive,1
FayM4rxJreI,https://www.youtube.com/watch?v=FayM4rxJreI,YT,NO DAT ANY MODALITY,0
G611N1RLOys,https://www.youtube.com/watch?v=G611N1RLOys,YT,MULTIMODAL DAT Positive,1
Hq621dj4pW8,https://www.youtube.com/watch?v=Hq621dj4pW8,YT,MULTIMODAL DAT Positive,1
KfQm6sGm4RI,https://www.youtube.com/watch?v=KfQm6sGm4RI,YT,MULTIMODAL DAT Positive,1
Ku3ZHFObykU,https://www.youtube.com/watch?v=Ku3ZHFObykU,YT,MULTIMODAL DAT Positive,1
LhdEt47LPCw,https://www.youtube.com/watch?v=LhdEt47LPCw,YT,NO DAT ANY MODALITY,0
N-2n5KtiT3g,https://www.youtube.com/watch?v=N-2n5KtiT3g,YT,MULTIMODAL DAT Positive,1
NnEkeVQ7huU,https://www.youtube.com/watch?v=NnEkeVQ7huU,YT,NO DAT ANY MODALITY,0
NntonOJfWtE,https://www.youtube.com/watch?v=NntonOJfWtE,YT,NO DAT ANY MODALITY,0
OIsvOpm_53Q,https://www.youtube.com/watch?v=OIsvOpm_53Q,YT,NO DAT ANY MODALITY,0
OrNLCCeIpVE,https://www.youtube.com/watch?v=OrNLCCeIpVE,YT,MULTIMODAL DAT Positive,1
PFXMmuIr-xk,https://www.youtube.com/watch?v=PFXMmuIr-xk,YT,NO DAT ANY MODALITY,0
PmGnCl17_eU,https://www.youtube.com/watch?v=PmGnCl17_eU,YT,NO DAT ANY MODALITY,0
PrtLueimmkE,https://www.youtube.com/watch?v=PrtLueimmkE,YT,MULTIMODAL DAT Positive,1
SdaW2s_z7jQ,https://www.youtube.com/watch?v=SdaW2s_z7jQ,YT,NO DAT ANY MODALITY,0
Tk5v0mLBsow,https://www.youtube.com/watch?v=Tk5v0mLBsow,YT,NO DAT ANY MODALITY,0
U2CDoBbu8XQ,https://www.youtube.com/watch?v=U2CDoBbu8XQ,YT,NO DAT ANY MODALITY,0
UD8qgqTOjjs,https://www.youtube.com/watch?v=UD8qgqTOjjs,YT,NO DAT ANY MODALITY,0
UbMJYIWvbY8,https://www.youtube.com/watch?v=UbMJYIWvbY8,YT,NO DAT ANY MODALITY,0
UoEt6F5INeI,https://www.youtube.com/watch?v=UoEt6F5INeI,YT,MULTIMODAL DAT Positive,1
UuMD4DAGqxo,https://www.youtube.com/watch?v=UuMD4DAGqxo,YT,MULTIMODAL DAT Positive,1
VJrXq2T8ML8,https://www.youtube.com/watch?v=VJrXq2T8ML8,YT,MULTIMODAL DAT Positive,1
VzumqKs7foI,https://www.youtube.com/watch?v=VzumqKs7foI,YT,NO DAT ANY MODALITY,0
X5mHffem4Ss,https://www.youtube.com/watch?v=X5mHffem4Ss,YT,MULTIMODAL DAT Positive,1
XWHcR_dtn1w,https://www.youtube.com/watch?v=XWHcR_dtn1w,YT,NO DAT ANY MODALITY,0
ZQT73P385hQ,https://www.youtube.com/watch?v=ZQT73P385hQ,YT,MULTIMODAL DAT Positive,1
Zz-ltAp-sHc,https://www.youtube.com/watch?v=Zz-ltAp-sHc,YT,MULTIMODAL DAT Positive,1
_bNpwC7JNHE,https://www.youtube.com/watch?v=_bNpwC7JNHE,YT,NO DAT ANY MODALITY,0
aWdfbWVkaWFfM3B2OjE4MDQ3MDgwNjg0NzkzMzA1,https://www.instagram.com/reel/DAicpCvpUPn/,META,NO DAT ANY MODALITY,0
aZ_6ung13L0,https://www.youtube.com/watch?v=aZ_6ung13L0,YT,MULTIMODAL DAT Positive,1
cU4u3pdmG00,https://www.youtube.com/watch?v=cU4u3pdmG00,YT,MULTIMODAL DAT Positive,1
djHK7pVo_Pg,https://www.youtube.com/watch?v=djHK7pVo_Pg,YT,MULTIMODAL DAT Positive,1
e-U5bAhl5cE,https://www.youtube.com/watch?v=e-U5bAhl5cE,YT,NO DAT ANY MODALITY,0
fkdFC5TYCT0,https://www.youtube.com/watch?v=fkdFC5TYCT0,YT,NO DAT ANY MODALITY,0
fy3TqOzqgwg,https://www.youtube.com/watch?v=fy3TqOzqgwg,YT,NO DAT ANY MODALITY,0
gda1wbSV5TI,https://www.youtube.com/watch?v=gda1wbSV5TI,YT,NO DAT ANY MODALITY,0
gxXgOzOunSo,https://www.youtube.com/watch?v=gxXgOzOunSo,YT,NO DAT ANY MODALITY,0
ipYBkMkfw3Q,https://www.youtube.com/watch?v=ipYBkMkfw3Q,YT,MULTIMODAL DAT Positive,1
jBMQEOEKktQ,https://www.youtube.com/watch?v=jBMQEOEKktQ,YT,NO DAT ANY MODALITY,0
je1VCoLatDo,https://www.youtube.com/watch?v=je1VCoLatDo,YT,MULTIMODAL DAT Positive,1
kng8mGSOKPQ,https://www.youtube.com/watch?v=kng8mGSOKPQ,YT,NO DAT ANY MODALITY,0
l5xBgSXmZmI,https://www.youtube.com/watch?v=l5xBgSXmZmI,YT,NO DAT ANY MODALITY,0
lbDWc8xcTeM,https://www.youtube.com/watch?v=lbDWc8xcTeM,YT,NO DAT ANY MODALITY,0
mL-cSe01z_w,https://www.youtube.com/watch?v=mL-cSe01z_w,YT,MULTIMODAL DAT Positive,1
nA_ya-ftNAI,https://www.youtube.com/watch?v=nA_ya-ftNAI,YT,MULTIMODAL DAT Positive,1
o8giK5UTXRs,https://www.youtube.com/watch?v=o8giK5UTXRs,YT,MULTIMODAL DAT Positive,1
oPWK4kJomWE,https://www.youtube.com/watch?v=oPWK4kJomWE,YT,NO DAT ANY MODALITY,0
ofm7tfPYixU,https://www.youtube.com/watch?v=ofm7tfPYixU,YT,NO DAT ANY MODALITY,0
pmh-DsKIrsA,https://www.youtube.com/watch?v=pmh-DsKIrsA,YT,NO DAT ANY MODALITY,0
prEfYfZCuWM,https://www.youtube.com/watch?v=prEfYfZCuWM,YT,NO DAT ANY MODALITY,0
pvY8T_wFqXw,https://www.youtube.com/watch?v=pvY8T_wFqXw,YT,MULTIMODAL DAT Positive,1
qCcRj0byXa8,https://www.youtube.com/watch?v=qCcRj0byXa8,YT,MULTIMODAL DAT Positive,1
qWRkWdZDbUk,https://www.youtube.com/watch?v=qWRkWdZDbUk,YT,NO DAT ANY MODALITY,0
qiHoZZRbxD0,https://www.youtube.com/watch?v=qiHoZZRbxD0,YT,MULTIMODAL DAT Positive,1
rfDedqMHmWg,https://www.youtube.com/watch?v=rfDedqMHmWg,YT,MULTIMODAL DAT Positive,1
s6s2nrSept4,https://www.youtube.com/watch?v=s6s2nrSept4,YT,NO DAT ANY MODALITY,0
v6kOt799qME,https://www.youtube.com/watch?v=v6kOt799qME,YT,NO DAT ANY MODALITY,0
vssl-R408Xc,https://www.youtube.com/watch?v=vssl-R408Xc,YT,NO DAT ANY MODALITY,0
7370488481598016773,https://www.tiktok.com/@data/video/7370488481598016773,TT,NO DAT ANY MODALITY,0
7097030540158651694,https://www.tiktok.com/@data/video/7097030540158651694,TT,NO DAT ANY MODALITY,0
7342933212957658373,https://www.tiktok.com/@data/video/7342933212957658373,TT,MULTIMODAL DAT Positive,1
4yha6IkMJyg,https://www.youtube.com/watch?v=4yha6IkMJyg,YT,NO DAT ANY MODALITY,0
7251019391725325574,https://www.tiktok.com/@data/video/7251019391725325574,TT,NO DAT ANY MODALITY,0
kc4slHGgKFU,https://www.youtube.com/watch?v=kc4slHGgKFU,YT,MULTIMODAL DAT Positive,1
Bz070XfCA1E,https://www.youtube.com/watch?v=Bz070XfCA1E,YT,NO DAT ANY MODALITY,0
wlC6uhwUBDc,https://www.youtube.com/watch?v=wlC6uhwUBDc,YT,NO DAT ANY MODALITY,0
7424885260762270981,https://www.tiktok.com/@data/video/7424885260762270981,TT,NO DAT ANY MODALITY,0
aWdfbWVkaWFfM3B2OjE3ODg1ODU1NDY2MDkzNzYx,https://www.instagram.com/reel/C-pPU3zP-4O/,META,NO DAT ANY MODALITY,0
kyaVzYZwI58,https://www.youtube.com/watch?v=kyaVzYZwI58,YT,NO DAT ANY MODALITY,0
uxDqcHFHrmY,https://www.youtube.com/watch?v=uxDqcHFHrmY,YT,MULTIMODAL DAT Positive,1
7321091510328413483,https://www.tiktok.com/@data/video/7321091510328413483,TT,NO DAT ANY MODALITY,0
7405060873900838150,https://www.tiktok.com/@data/video/7405060873900838150,TT,MULTIMODAL DAT Positive,1
xDcygt0_IEg,https://www.youtube.com/watch?v=xDcygt0_IEg,YT,NO DAT ANY MODALITY,0
bzCmGBWzsuE,https://www.youtube.com/watch?v=bzCmGBWzsuE,YT,NO DAT ANY MODALITY,0
7343242882482048288,https://www.tiktok.com/@data/video/7343242882482048288,TT,NO DAT ANY MODALITY,0
7397886479751744801,https://www.tiktok.com/@data/video/7397886479751744801,TT,MULTIMODAL DAT Positive,1
6z5cszftTWg,https://www.youtube.com/watch?v=6z5cszftTWg,YT,NO DAT ANY MODALITY,0
7419556983558114565,https://www.tiktok.com/@data/video/7419556983558114565,TT,NO DAT ANY MODALITY,0
7345099318476426501,https://www.tiktok.com/@data/video/7345099318476426501,TT,NO DAT ANY MODALITY,0
7342745883508821290,https://www.tiktok.com/@data/video/7342745883508821290,TT,NO DAT ANY MODALITY,0
7342509014737079584,https://www.tiktok.com/@data/video/7342509014737079584,TT,NO DAT ANY MODALITY,0
GFHc_-0EU6k,https://www.youtube.com/watch?v=GFHc_-0EU6k,YT,NO DAT ANY MODALITY,0
BhpBnWUBAXx,https://www.instagram.com/reel/BhpBnWUBAXx,META,MULTIMODAL DAT Positive,1
x9NFVjvYFC0,https://www.youtube.com/watch?v=x9NFVjvYFC0,YT,MULTIMODAL DAT Positive,1
7343016818379918597,https://www.tiktok.com/@data/video/7343016818379918597,TT,NO DAT ANY MODALITY,0
7341136640078859525,https://www.tiktok.com/@data/video/7341136640078859525,TT,MULTIMODAL DAT Positive,1
cbN37yRV-ZY,https://www.youtube.com/watch?v=cbN37yRV-ZY,YT,NO DAT ANY MODALITY,0
FQ3Epf7BCVM,https://www.youtube.com/watch?v=FQ3Epf7BCVM,YT,MULTIMODAL DAT Positive,1
7415207941948689671,https://www.tiktok.com/@data/video/7415207941948689671,TT,MULTIMODAL DAT Positive,1
7328126663844236549,https://www.tiktok.com/@data/video/7328126663844236549,TT,MULTIMODAL DAT Positive,1
zx6rpiUXNgM,https://www.youtube.com/watch?v=zx6rpiUXNgM,YT,MULTIMODAL DAT Positive,1
7343341742554385669,https://www.tiktok.com/@data/video/7343341742554385669,TT,NO DAT ANY MODALITY,0
7341567573462437126,https://www.tiktok.com/@data/video/7341567573462437126,TT,NO DAT ANY MODALITY,0
7336104563516198177,https://www.tiktok.com/@data/video/7336104563516198177,TT,MULTIMODAL DAT Positive,1
7125064558682623238,https://www.tiktok.com/@data/video/7125064558682623238,TT,MULTIMODAL DAT Positive,1
gHSzTMyUfIw,https://www.youtube.com/watch?v=gHSzTMyUfIw,YT,NO DAT ANY MODALITY,0
cKuFvPyYlWY,https://www.youtube.com/watch?v=cKuFvPyYlWY,YT,MULTIMODAL DAT Positive,1
FpE5o6vzNNk,https://www.youtube.com/watch?v=FpE5o6vzNNk,YT,MULTIMODAL DAT Positive,1
pRlh1WvdaK4,https://www.youtube.com/watch?v=pRlh1WvdaK4,YT,MULTIMODAL DAT Positive,1
C6_yhmRr4-A,https://www.youtube.com/watch?v=C6_yhmRr4-A,YT,NO DAT ANY MODALITY,0
Bxxd3oxgwWz,https://www.instagram.com/reel/Bxxd3oxgwWz,META,MULTIMODAL DAT Positive,1
aXUP8JppXAw,https://www.youtube.com/watch?v=aXUP8JppXAw,YT,NO DAT ANY MODALITY,0
ceQg0IhKOgs,https://www.youtube.com/watch?v=ceQg0IhKOgs,YT,NO DAT ANY MODALITY,0
7340256565481508102,https://www.tiktok.com/@data/video/7340256565481508102,TT,NO DAT ANY MODALITY,0
0-NdmzMaII0,https://www.youtube.com/watch?v=0-NdmzMaII0,YT,NO DAT ANY MODALITY,0
t21Mzupqlv8,https://www.youtube.com/watch?v=t21Mzupqlv8,YT,MULTIMODAL DAT Positive,1
aWdfbWVkaWFfM3B2OjE4MzI1MTA0ODQ3MTc4OTY0,https://www.instagram.com/reel/C-pox99hFUA/,META,NO DAT ANY MODALITY,0
7382956063567498538,https://www.tiktok.com/@data/video/7382956063567498538,TT,MULTIMODAL DAT Positive,1
Tx7OAYqIHD0,https://www.youtube.com/watch?v=Tx7OAYqIHD0,YT,MULTIMODAL DAT Positive,1
7342891446774631685,https://www.tiktok.com/@data/video/7342891446774631685,TT,MULTIMODAL DAT Positive,1
5HdckgWNj4E,https://www.youtube.com/watch?v=5HdckgWNj4E,YT,MULTIMODAL DAT Positive,1
aWdfbWVkaWFfM3B2OjE4Mjc5MTk3ODU0MTY5MDk2,https://www.instagram.com/reel/DA8clOUxNUF/,META,NO DAT ANY MODALITY,0
mP9DYwiC1nk,https://www.youtube.com/watch?v=mP9DYwiC1nk,YT,MULTIMODAL DAT Positive,1
7366343024600763690,https://www.tiktok.com/@data/video/7366343024600763690,TT,MULTIMODAL DAT Positive,1
aXhYdyFrkSc,https://www.youtube.com/watch?v=aXhYdyFrkSc,YT,MULTIMODAL DAT Positive,1
RoTsDmoQ_ts,https://www.youtube.com/watch?v=RoTsDmoQ_ts,YT,MULTIMODAL DAT Positive,1
DXmxEqF6cQg,https://www.youtube.com/watch?v=DXmxEqF6cQg,YT,MULTIMODAL DAT Positive,1
o0B1P-rtg-Q,https://www.youtube.com/watch?v=o0B1P-rtg-Q,YT,MULTIMODAL DAT Positive,1
bF7zSP5OBLI,https://www.youtube.com/watch?v=bF7zSP5OBLI,YT,NO DAT ANY MODALITY,0
cqpusoEPl3w,https://www.youtube.com/watch?v=cqpusoEPl3w,YT,MULTIMODAL DAT Positive,1
ShXSdt0UlcE,https://www.youtube.com/watch?v=ShXSdt0UlcE,YT,CV ONLY DAT Positive,1
iypHuU6ucL0,https://www.youtube.com/watch?v=iypHuU6ucL0,YT,MULTIMODAL DAT Positive,1
_U1HI3wfI6c,https://www.youtube.com/watch?v=_U1HI3wfI6c,YT,NO DAT ANY MODALITY,0
CcaVMWaW35Y,https://www.youtube.com/watch?v=CcaVMWaW35Y,YT,NO DAT ANY MODALITY,0
8k3Zh9VmKXk,https://www.youtube.com/watch?v=8k3Zh9VmKXk,YT,NO DAT ANY MODALITY,0
7163783460719545606,https://www.tiktok.com/@data/video/7163783460719545606,TT,NO DAT ANY MODALITY,0
CgHNDpDDzFB,https://www.instagram.com/reel/CgHNDpDDzFB,META,MULTIMODAL DAT Positive,1
YPQoJbOJBiI,https://www.youtube.com/watch?v=YPQoJbOJBiI,YT,MULTIMODAL DAT Positive,1
FcMgX-LqPK4,https://www.youtube.com/watch?v=FcMgX-LqPK4,YT,MULTIMODAL DAT Positive,1
7420059167098015009,https://www.tiktok.com/@data/video/7420059167098015009,TT,NO DAT ANY MODALITY,0
7339728183027043627,https://www.tiktok.com/@data/video/7339728183027043627,TT,MULTIMODAL DAT Positive,1
TIWq66Xiros,https://www.youtube.com/watch?v=TIWq66Xiros,YT,NO DAT ANY MODALITY,0
lKbmafWDtZU,https://www.youtube.com/watch?v=lKbmafWDtZU,YT,MULTIMODAL DAT Positive,1
CtzzJHjVj9M,https://www.youtube.com/watch?v=CtzzJHjVj9M,YT,NO DAT ANY MODALITY,0
7114290306769505538,https://www.tiktok.com/@data/video/7114290306769505538,TT,TEXT ONLY DAT POSITIVE,1
5ziq-Sl0F60,https://www.youtube.com/watch?v=5ziq-Sl0F60,YT,MULTIMODAL DAT Positive,1
BU3K44PkNss,https://www.youtube.com/watch?v=BU3K44PkNss,YT,MULTIMODAL DAT Positive,1
CD1D-tSHSFq,https://www.instagram.com/reel/CD1D-tSHSFq,META,MULTIMODAL DAT Positive,1
6978724598955265282,https://www.tiktok.com/@data/video/6978724598955265282,TT,MULTIMODAL DAT Positive,1
7418935597215059218,https://www.tiktok.com/@data/video/7418935597215059218,TT,NO DAT ANY MODALITY,0
JXD456uvnX4,https://www.youtube.com/watch?v=JXD456uvnX4,YT,MULTIMODAL DAT Positive,1
Cd1EmYRZynw,https://www.youtube.com/watch?v=Cd1EmYRZynw,YT,NO DAT ANY MODALITY,0
3kucQanjmP8,https://www.youtube.com/watch?v=3kucQanjmP8,YT,MULTIMODAL DAT Positive,1
7414448425858551047,https://www.tiktok.com/@data/video/7414448425858551047,TT,NO DAT ANY MODALITY,0
7246504815226916102,https://www.tiktok.com/@data/video/7246504815226916102,TT,MULTIMODAL DAT Positive,1
7083167665828793605,https://www.tiktok.com/@data/video/7083167665828793605,TT,MULTIMODAL DAT Positive,1
4oc6o2kmafU,https://www.youtube.com/watch?v=4oc6o2kmafU,YT,NO DAT ANY MODALITY,0
7371157231334804742,https://www.tiktok.com/@data/video/7371157231334804742,TT,NO DAT ANY MODALITY,0
7299652341425392897,https://www.tiktok.com/@data/video/7299652341425392897,TT,MULTIMODAL DAT Positive,1
E1kj7j317Zg,https://www.youtube.com/watch?v=E1kj7j317Zg,YT,NO DAT ANY MODALITY,0
FHl_HQ-Bbts,https://www.youtube.com/watch?v=FHl_HQ-Bbts,YT,MULTIMODAL DAT Positive,1
7414859690355494152,https://www.tiktok.com/@data/video/7414859690355494152,TT,NO DAT ANY MODALITY,0
7063517123154382086,https://www.tiktok.com/@data/video/7063517123154382086,TT,NO DAT ANY MODALITY,0
7186245713599188226,https://www.tiktok.com/@data/video/7186245713599188226,TT,NO DAT ANY MODALITY,0
5RcduSlcvLA,https://www.youtube.com/watch?v=5RcduSlcvLA,YT,NO DAT ANY MODALITY,0
_RSwQIS_6HM,https://www.youtube.com/watch?v=_RSwQIS_6HM,YT,NO DAT ANY MODALITY,0
Suy140RpaIc,https://www.youtube.com/watch?v=Suy140RpaIc,YT,MULTIMODAL DAT Positive,1
7396002691572321542,https://www.tiktok.com/@data/video/7396002691572321542,TT,NO DAT ANY MODALITY,0
7409277608921287968,https://www.tiktok.com/@data/video/7409277608921287968,TT,MULTIMODAL DAT Positive,1
7366591232350424327,https://www.tiktok.com/@data/video/7366591232350424327,TT,NO DAT ANY MODALITY,0
flmxLL8CoYQ,https://www.youtube.com/watch?v=flmxLL8CoYQ,YT,NO DAT ANY MODALITY,0
wVvYtH1E3RE,https://www.youtube.com/watch?v=wVvYtH1E3RE,YT,NO DAT ANY MODALITY,0
7419080402381344005,https://www.tiktok.com/@data/video/7419080402381344005,TT,NO DAT ANY MODALITY,0
Cn64_SNmr-w,https://www.youtube.com/watch?v=Cn64_SNmr-w,YT,NO DAT ANY MODALITY,0
7361860171322182918,https://www.tiktok.com/@data/video/7361860171322182918,TT,NO DAT ANY MODALITY,0
7286798731918314754,https://www.tiktok.com/@data/video/7286798731918314754,TT,NO DAT ANY MODALITY,0
JTrFYiWucrw,https://www.youtube.com/watch?v=JTrFYiWucrw,YT,MULTIMODAL DAT Positive,1
ZVpiaYQnxHE,https://www.youtube.com/watch?v=ZVpiaYQnxHE,YT,NO DAT ANY MODALITY,0
HTR8MpPYoUU,https://www.youtube.com/watch?v=HTR8MpPYoUU,YT,NO DAT ANY MODALITY,0
NiwxTyYMDdU,https://www.youtube.com/watch?v=NiwxTyYMDdU,YT,MULTIMODAL DAT Positive,1
TLlv6fRSq08,https://www.youtube.com/watch?v=TLlv6fRSq08,YT,NO DAT ANY MODALITY,0
a42baa52YAk,https://www.youtube.com/watch?v=a42baa52YAk,YT,NO DAT ANY MODALITY,0
6999007828484623621,https://www.tiktok.com/@data/video/6999007828484623621,TT,MULTIMODAL DAT Positive,1
7333504107212393774,https://www.tiktok.com/@data/video/7333504107212393774,TT,MULTIMODAL DAT Positive,1
7344107680350391557,https://www.tiktok.com/@data/video/7344107680350391557,TT,MULTIMODAL DAT Positive,1
TiiKNAT-yls,https://www.youtube.com/watch?v=TiiKNAT-yls,YT,MULTIMODAL DAT Positive,1
7078295695177895214,https://www.tiktok.com/@data/video/7078295695177895214,TT,TRANSCRIPT ONLY DAT Positive,1
2kOMiEhHeq0,https://www.youtube.com/watch?v=2kOMiEhHeq0,YT,NO DAT ANY MODALITY,0
122098101782564531,https://www.facebook.com/reel/859960112789702/,META,NO DAT ANY MODALITY,0
4rHoMoZw6sU,https://www.youtube.com/watch?v=4rHoMoZw6sU,YT,MULTIMODAL DAT Positive,1
7215566714526862594,https://www.tiktok.com/@data/video/7215566714526862594,TT,NO DAT ANY MODALITY,0
7243830001542384942,https://www.tiktok.com/@data/video/7243830001542384942,TT,MULTIMODAL DAT Positive,1
7143896801412779269,https://www.tiktok.com/@data/video/7143896801412779269,TT,MULTIMODAL DAT Positive,1
dy4tOXBr9eo,https://www.youtube.com/watch?v=dy4tOXBr9eo,YT,NO DAT ANY MODALITY,0
-s1F-9FsSPA,https://www.youtube.com/watch?v=-s1F-9FsSPA,YT,MULTIMODAL DAT Positive,1
DsFvNmasa94,https://www.youtube.com/watch?v=DsFvNmasa94,YT,MULTIMODAL DAT Positive,1
ba3Aw0jg6A4,https://www.youtube.com/watch?v=ba3Aw0jg6A4,YT,MULTIMODAL DAT Positive,1
7344080689811180832,https://www.tiktok.com/@data/video/7344080689811180832,TT,NO DAT ANY MODALITY,0
QMjGPjD0ZeM,https://www.youtube.com/watch?v=QMjGPjD0ZeM,YT,NO DAT ANY MODALITY,0
2KJItrZzFzU,https://www.youtube.com/watch?v=2KJItrZzFzU,YT,NO DAT ANY MODALITY,0
7400139065795939591,https://www.tiktok.com/@data/video/7400139065795939591,TT,MULTIMODAL DAT Positive,1
NHf3cCta0Ug,https://www.youtube.com/watch?v=NHf3cCta0Ug,YT,NO DAT ANY MODALITY,0
7251736443922533634,https://www.tiktok.com/@data/video/7251736443922533634,TT,MULTIMODAL DAT Positive,1
aWdfbWVkaWFfM3B2OjE3OTUxNDU2NjM5NjY1MDk3,https://www.instagram.com/reel/C6R49gIruVP/,META,NO DAT ANY MODALITY,0
I4QiqMb2QfA,https://www.youtube.com/watch?v=I4QiqMb2QfA,YT,MULTIMODAL DAT Positive,1
7292396554105687303,https://www.tiktok.com/@data/video/7292396554105687303,TT,NO DAT ANY MODALITY,0
T9y0lZm5s1I,https://www.youtube.com/watch?v=T9y0lZm5s1I,YT,NO DAT ANY MODALITY,0
7307268028205501701,https://www.tiktok.com/@data/video/7307268028205501701,TT,MULTIMODAL DAT Positive,1
_qi8IdmMSvE,https://www.youtube.com/watch?v=_qi8IdmMSvE,YT,NO DAT ANY MODALITY,0
5UMG-PI689U,https://www.youtube.com/watch?v=5UMG-PI689U,YT,NO DAT ANY MODALITY,0
MTtA6TE3W_Q,https://www.youtube.com/watch?v=MTtA6TE3W_Q,YT,NO DAT ANY MODALITY,0
jdx1x6Gy_o0,https://www.youtube.com/watch?v=jdx1x6Gy_o0,YT,MULTIMODAL DAT Positive,1
7339865866122562849,https://www.tiktok.com/@data/video/7339865866122562849,TT,NO DAT ANY MODALITY,0
YR-jfVgUW78,https://www.youtube.com/watch?v=YR-jfVgUW78,YT,NO DAT ANY MODALITY,0
7343956400822848811,https://www.tiktok.com/@data/video/7343956400822848811,TT,TEXT ONLY DAT POSITIVE,1
7294689537140231470,https://www.tiktok.com/@data/video/7294689537140231470,TT,MULTIMODAL DAT Positive,1
